日期,销售额,订单数量,平均订单价值,客户评分,产品类别,地区
2024-04-17,10349.155625663678,147,142.28633186258344,4.664000310553144,家居,华北
2024-04-18,10515.100781445528,131,190.89459306320117,4.107965274628615,服装,西北
2024-04-19,9851.108168467665,79,173.0975867558899,4.402783075493013,服装,华中
2024-04-20,6162.457569401917,128,159.9095720472785,4.4488107998394595,电子产品,华南
2024-04-21,9946.972249101565,140,176.10029722692224,4.059272955783402,服装,华中
2024-04-22,10120.460419882053,101,165.82151147077448,4.268922807808708,家居,华东
2024-04-23,14926.484224970573,128,157.8581283332048,4.119546761971545,服装,华东
2024-04-24,9615.278070437755,79,105.04021795479136,3.6036991792799293,书籍,华南
2024-04-25,10603.094684667225,155,184.17472718585032,4.15574808322524,电子产品,华北
2024-04-26,9930.576460589513,100,136.24464457420572,3.646090088830328,家居,西北
2024-04-27,7662.643924760936,130,182.6562083286763,4.1075311986204825,电子产品,华中
2024-04-28,12285.645629030041,182,185.5563087453267,4.3893775997476725,家居,华东
2024-04-29,11503.866065373548,78,129.8988241933396,4.369122349015251,书籍,华北
2024-04-30,11582.063894086094,181,178.49148241787813,4.49393191851248,电子产品,华南
2024-05-01,8181.225090410522,187,139.17037562232304,3.6428922619319395,食品,华东
2024-05-02,12805.588621872199,194,139.34903017059827,4.478184868295656,家居,华南
2024-05-03,7196.297874415439,123,157.72419703747974,3.9682220850446708,食品,华中
2024-05-04,11173.71418760054,66,158.5341776750862,4.0985689192056665,电子产品,西北
2024-05-05,14380.911251619957,133,151.15654546052676,4.786979380884059,食品,华东
2024-05-06,8018.927349738623,118,109.9713595333213,3.5135456061943255,食品,华东
2024-05-07,8867.404540794456,83,146.35660081546982,4.382618950010908,电子产品,华中
2024-05-08,10199.302730175283,55,218.3543618456522,4.398070970150162,书籍,华北
2024-05-09,8993.0486917676,102,66.47987313593933,4.094989664515343,食品,西北
2024-05-10,6898.673137867734,175,176.0922132068524,3.8555417856625045,食品,华东
2024-05-11,10137.125949612055,92,181.71374800068926,3.8520110573923265,书籍,西北
2024-05-12,7875.39257254779,164,109.24956842141543,4.825564504491129,食品,华东
2024-05-13,10947.184861270363,160,135.9168325977136,4.1630365606742865,食品,西北
2024-05-14,8161.151531532394,129,119.97848526169966,3.996334044483758,食品,华南
2024-05-15,13099.86881003508,144,205.61896131935637,4.173166360747104,服装,华东
2024-05-16,8433.493415327526,167,183.09075800333346,4.504085602189042,书籍,西北
2024-05-17,9355.876967588649,193,184.54276123394197,3.7186348523671278,食品,华北
2024-05-18,11627.03443473934,57,153.61941677984385,4.174150752820607,书籍,华南
2024-05-19,7538.271367132089,181,189.3627584924893,4.3818265566655805,家居,华南
2024-05-20,10454.91986920826,153,149.75290298813766,4.922875032277151,家居,华北
2024-05-21,12614.285508564855,181,190.77472881631672,3.878791673113129,食品,西北
2024-05-22,6785.033530877545,74,145.5391072766334,4.0388761218743685,书籍,华中
2024-05-23,10369.26771706461,145,129.62274249859684,4.0690378848836355,书籍,华北
2024-05-24,10519.765588496846,142,204.3285079899583,4.408307236467325,书籍,西北
2024-05-25,11563.645743554622,110,149.3745371800459,4.035098079560003,服装,华北
2024-05-26,7526.0985782438365,171,123.03600275272608,4.300267887949543,家居,华北
2024-05-27,7359.086773831447,100,122.71098307530083,4.672685494767544,书籍,华东
2024-05-28,11043.883131233795,196,122.80263980942878,4.558078391168305,书籍,西北
2024-05-29,10593.969346466372,70,175.33327053088107,4.169552969768878,服装,华中
2024-05-30,10500.985700691754,54,147.03411368864352,4.796324266511253,服装,华东
2024-05-31,10692.89641899395,141,218.9387692799125,4.337210374390795,书籍,华北
2024-06-01,8639.950556843018,110,185.58534546972362,4.309858759253319,电子产品,华北
2024-06-02,10464.507394322007,71,157.71414390281913,3.5512816489087373,书籍,华北
2024-06-03,10586.144946597362,198,192.11692623594848,4.9800394705357425,书籍,西北
2024-06-04,8571.297163947263,119,135.13477990591548,3.6844562127944402,服装,西北
2024-06-05,13731.549022289513,50,94.35642587522082,3.84669636864147,服装,华东
2024-06-06,10947.665841823575,182,120.3125082727578,3.57754525586229,书籍,华中
2024-06-07,7617.393005594702,61,154.4162348810881,4.46000445025537,书籍,华东
2024-06-08,11313.10721726766,139,143.3237558348658,3.83705176545902,书籍,华南
2024-06-09,8050.636659545357,95,174.73246164772382,3.770015656209085,服装,华北
2024-06-10,11574.169207484903,83,146.26158655969593,3.632833376334862,书籍,华北
2024-06-11,12317.191158014808,127,172.44104177885174,3.6549634356860237,书籍,华北
2024-06-12,8358.635363296578,94,195.0291489169287,4.3770060506638835,食品,华东
2024-06-13,11926.752258488643,122,146.16912448167685,4.532311798799893,电子产品,华东
2024-06-14,10825.561853872996,75,166.65435866133365,4.096068482696602,家居,华北
2024-06-15,11644.12031998898,96,97.35639478274298,4.21984562238811,电子产品,华东
2024-06-16,13793.585965307895,170,146.28318063778323,4.528951603974476,食品,西北
2024-06-17,9509.22376799426,105,113.04125622761936,3.5260696852782196,家居,西北
2024-06-18,8492.527671285021,143,154.35680331388042,3.984695985605418,书籍,华东
2024-06-19,8220.971140748954,156,157.07999270031993,4.95964662210552,食品,华北
2024-06-20,8368.379430069122,112,156.98029073741384,4.3701683445432025,书籍,华东
2024-06-21,9845.796581171791,97,135.5963223061112,3.88133686984624,服装,华东
2024-06-22,10682.303949633288,110,218.954065852045,4.282595069954319,食品,华东
2024-06-23,10553.381598660038,130,111.95935465070795,4.013980232181373,服装,华南
2024-06-24,11654.366498072048,75,110.12562518515452,4.298367483239449,食品,西北
2024-06-25,10026.003783755814,85,199.64935127209753,3.6886122677099733,食品,华中
2024-06-26,12907.068154314635,50,128.8716260823032,3.699071980728916,服装,华中
2024-06-27,9470.686333524089,57,121.6592793739071,3.7153135430590893,家居,华南
2024-06-28,15440.338333179237,162,219.08735693169336,4.9097296878902625,电子产品,华东
2024-06-29,11251.334695530013,148,179.5716815047069,4.599348377512013,书籍,华南
2024-06-30,8285.684887167436,96,132.16606355585333,3.7435728419934815,食品,华南
2024-07-01,7858.215003877775,176,156.52523717080683,3.7825236256484023,书籍,华北
2024-07-02,10964.94483048637,105,208.37613854483052,4.596244212306314,服装,西北
2024-07-03,9553.074429348299,63,170.748620428526,3.734245767188261,书籍,华中
2024-07-04,11428.000988184183,77,188.5844536531933,3.851841940002243,服装,华东
2024-07-05,10946.47524914709,127,174.14409536201416,4.945020249230598,书籍,华中
2024-07-06,9854.342174686255,179,177.90760037860622,3.8829597870926476,电子产品,华中
2024-07-07,8306.41256386319,158,151.19225087731283,4.49244852555672,电子产品,西北
2024-07-08,6970.305550628271,63,150.3404543692866,4.967946931100796,电子产品,华中
2024-07-09,9106.970095865958,105,158.0115115604536,4.061445150709689,电子产品,华中
2024-07-10,11712.797588646945,164,172.03358422350902,3.526273986293093,电子产品,华南
2024-07-11,10428.187488260408,56,141.5005405250216,3.8662209356335615,电子产品,西北
2024-07-12,7508.522442576024,52,153.66161803509016,4.746315787012558,服装,华北
2024-07-13,10346.361851702364,160,140.68963152132045,4.796913253932555,食品,华东
2024-07-14,10770.634759457673,156,153.47054465983587,4.652779046785687,书籍,华中
2024-07-15,8232.285127597734,67,112.47011007054459,3.6696647286148596,电子产品,华东
2024-07-16,10307.450211891055,87,228.17932400878556,4.6932655575446045,服装,华北
2024-07-17,10116.417436892,164,128.01179643663372,4.878016695490256,服装,华东
2024-07-18,7714.059404338754,64,139.15617825721708,4.400914313819354,服装,华北
2024-07-19,10715.574720696566,168,125.42206819335593,4.911313034507097,食品,华南
2024-07-20,11121.56905273647,77,168.4712624749362,4.740258325567816,书籍,华中
2024-07-21,12166.102486350554,88,144.11992106273007,4.500457275486361,食品,华北
2024-07-22,12107.604104069806,66,121.08577469708347,4.3657778550676225,家居,华东
2024-07-23,7244.661264085818,135,169.70650098673028,4.022860500862956,服装,华中
2024-07-24,8124.349920169754,175,173.74947443768372,3.738931167864208,家居,华南
2024-07-25,11030.07053441732,93,147.99371026568198,4.407430884035811,电子产品,华中
2024-07-26,11027.571901824418,74,130.0912214585377,3.977167330427179,电子产品,华北
2024-07-27,11030.095372612095,194,215.73198016679152,4.799658001291468,食品,华南
2024-07-28,17705.462981309443,62,160.20202891575693,4.990005406037943,书籍,华东
2024-07-29,11141.781021386334,74,111.7779304514003,4.628641643923359,家居,华南
2024-07-30,12271.131280361198,117,192.42121383008305,3.635722542930576,书籍,华南
2024-07-31,11908.003526986406,187,124.32675751762287,3.9330283932959573,食品,西北
2024-08-01,11302.782502611597,116,232.2563502080975,3.6636644476486246,电子产品,华南
2024-08-02,9369.46151071931,158,152.3897357258276,4.475767471687574,书籍,华南
2024-08-03,11517.938440986534,195,180.3994810816606,4.647786296833677,书籍,华中
2024-08-04,8454.349570924856,160,87.59947317459296,4.888512246321068,电子产品,华东
2024-08-05,9526.362786519981,160,111.47577347730112,4.157258519617981,家居,华中
2024-08-06,9029.272904341793,83,190.01578859282145,4.852063474382667,电子产品,华中
2024-08-07,10163.748278772646,160,159.5344519688741,4.8168367385619915,书籍,华北
2024-08-08,14629.317133347016,57,211.27189268142217,3.975793575148098,家居,华中
2024-08-09,6265.469614816504,162,164.55525315688766,4.803350938310857,家居,西北
2024-08-10,11372.520380749027,132,154.35888719223118,4.06350837782259,电子产品,西北
2024-08-11,6774.568257620696,91,201.40721972466616,3.945303911840421,书籍,华北
2024-08-12,9056.136268421133,150,180.30410997676333,4.47361198819159,食品,华东
2024-08-13,12177.901193934733,55,144.11216402171132,3.9925718418276217,书籍,华东
2024-08-14,10128.560038190926,75,117.17687698504659,4.445313122493716,服装,华中
2024-08-15,7844.510444141388,113,78.85153005703518,4.414747708248042,食品,华中
2024-08-16,8569.392581480064,108,136.87002990591884,4.3451583910226885,家居,华中
2024-08-17,11359.195497869352,158,114.40994714335883,4.070629556349196,食品,华东
2024-08-18,8539.266736565727,170,227.9311392970315,4.322749582477215,家居,华南
2024-08-19,10432.91717916395,82,130.4888716778992,4.394728212478133,家居,西北
2024-08-20,10091.143679807628,199,129.66872983124864,4.31853033274321,食品,华南
2024-08-21,8696.799304788366,70,104.36265376234064,4.166629179126803,家居,华南
2024-08-22,14287.888178650652,119,142.0104801443189,3.522000585569396,家居,华东
2024-08-23,11267.838044636022,161,130.06395211073362,4.380592561551726,服装,华南
2024-08-24,5949.714826684785,53,202.13188286233378,3.7526665777140793,书籍,华北
2024-08-25,10372.908629538855,143,155.05428478244954,4.463863953420784,书籍,华中
2024-08-26,8676.427070463224,124,149.73407932030867,4.639016491884298,服装,华北
2024-08-27,11704.866669592448,111,145.95981737752206,4.250667963696112,食品,西北
2024-08-28,8414.9585231346,143,173.58524760567607,4.313545497469607,电子产品,华中
2024-08-29,9770.527117066202,144,136.43015503096498,4.9272178394989865,电子产品,华南
2024-08-30,11009.974557960913,104,170.01618280595514,4.770751042058861,电子产品,西北
2024-08-31,11731.510388340243,186,198.41909462182332,4.871354773927205,服装,华中
2024-09-01,7599.407185888447,180,163.80225030898941,4.72064943247938,服装,华南
2024-09-02,9330.997528318103,80,142.50806151524594,3.663377512770097,家居,华北
2024-09-03,9050.109377678087,89,121.39622487084296,3.7234877839552922,电子产品,华中
2024-09-04,8693.341534852576,85,141.74628040958777,4.28993569590344,食品,华南
2024-09-05,13530.908480562193,55,166.89236621917712,3.8691044881969976,食品,华北
2024-09-06,10809.963421921912,115,104.02417974248036,4.2150432125617385,电子产品,西北
2024-09-07,7478.23209132991,124,174.94628273127847,4.091547985727526,电子产品,西北
2024-09-08,11835.723894109553,53,156.22838064684194,4.32412135764568,电子产品,西北
2024-09-09,14244.312394025266,128,145.52432520723843,4.620313574203734,服装,西北
2024-09-10,12064.930521102295,183,130.21759765646993,4.573236360648911,服装,华东
2024-09-11,6961.260068091973,167,135.70866897091898,4.281851198728002,服装,华中
2024-09-12,9031.531854267498,162,167.91918124395923,4.733590128225587,书籍,华中
2024-09-13,12533.822298373245,143,146.15365421714668,4.14629313730705,食品,华东
2024-09-14,8584.661068762438,111,134.9658009816429,4.845071434760183,食品,华南
2024-09-15,10887.638856292457,128,164.05690480114566,3.6069204050827457,家居,华南
2024-09-16,11549.268106858673,185,165.2456933247639,4.931990045049961,服装,西北
2024-09-17,8146.139056843835,75,112.52474816027856,4.482039622147022,书籍,华北
2024-09-18,9880.9492878764,93,167.14442089730954,4.070111763405808,书籍,华南
2024-09-19,3517.4653198618553,182,225.0509463858133,3.795731189859316,食品,华北
2024-09-20,7951.224717331421,119,164.08862368126512,4.2187748441654,服装,华中
2024-09-21,9494.86369721368,167,99.02978385468997,3.7918374847779512,家居,华北
2024-09-22,7504.433636070301,117,155.32126175518638,3.7494974116147133,服装,华中
2024-09-23,13264.82260786327,68,95.07553877418945,4.4260276361194615,电子产品,华东
2024-09-24,7139.717244078734,69,245.0211501619248,4.284627086872677,服装,华东
2024-09-25,9119.911026606032,162,217.0702406095342,4.505144051916412,电子产品,西北
2024-09-26,10261.481154572182,189,130.02184551613811,4.894408816132984,电子产品,华南
2024-09-27,12882.546578132231,96,82.62998403018491,4.2983903200085605,家居,西北
2024-09-28,7128.275697641121,50,123.64886438721646,4.371398079894196,食品,华中
2024-09-29,12326.32750430992,139,144.57027783180828,3.634439508732413,服装,西北
2024-09-30,10020.466122039174,191,97.14408773880785,4.576453678862944,电子产品,华北
2024-10-01,8036.982697904098,113,147.92932455011317,4.099857810206235,服装,华中
2024-10-02,10924.206948526542,87,144.37264007189245,4.965087857993868,食品,华东
2024-10-03,10398.11939114694,86,153.75464091188667,4.7347610233934905,食品,华南
2024-10-04,8799.56624568241,175,156.8893553081394,4.283721560774177,书籍,华中
2024-10-05,10139.604169980037,188,121.03147200368545,3.684833981258249,食品,华中
2024-10-06,9229.37280627648,149,124.39757880751037,4.789123689920884,家居,华北
2024-10-07,10227.034690502496,126,151.3677649341015,4.699671643136032,电子产品,华南
2024-10-08,11324.261349042094,52,131.07023610378158,3.7768776943055493,书籍,华东
2024-10-09,13172.033632290704,183,177.22484305251768,3.9429174338304653,家居,华中
2024-10-10,7524.369002346302,59,151.07683649303098,4.690110887221756,服装,华中
2024-10-11,14266.066749312533,54,205.95009701992421,3.7778426698211147,电子产品,华北
2024-10-12,6095.824400954996,187,174.61447314813677,4.876628733757066,食品,西北
2024-10-13,9696.429809928833,179,183.11141608171795,4.1367911377945425,电子产品,华东
2024-10-14,11176.634412969153,62,153.9769820389436,3.6305584438814877,服装,华南
2024-10-15,10561.983735470065,179,154.7208450387089,4.723622965256421,书籍,华中
2024-10-16,8754.600960358812,133,201.9396173972753,4.0602645245575815,书籍,华中
2024-10-17,9583.75549928545,114,138.65121349388912,4.2897487912306715,书籍,华东
2024-10-18,9013.998130682334,112,166.40338062495718,3.668456516616829,食品,西北
2024-10-19,8821.270486111576,150,142.01287403515627,3.5038760222674736,家居,华中
2024-10-20,11699.20419404205,122,141.9409182483809,4.456977808689946,家居,华东
2024-10-21,10714.030971930095,66,114.9331120277484,4.272762755500597,电子产品,华北
2024-10-22,8614.180809478692,58,127.72456947429177,4.390307853684721,食品,西北
2024-10-23,11799.1997508665,192,122.15191645750649,4.690615775570775,书籍,华南
2024-10-24,10614.59904175322,87,167.83106426769507,4.46990887013429,书籍,华中
2024-10-25,11625.72423767792,143,181.20617784670986,3.762160164241066,服装,华东
2024-10-26,11259.257683847225,144,147.15739879264794,4.0411587786659,服装,华北
2024-10-27,8342.009978155855,98,156.8888379049096,4.858836657181641,书籍,华南
2024-10-28,8879.63791960606,118,145.42585934684712,4.654917050377518,书籍,华东
2024-10-29,11494.587210246524,111,125.67672240321045,4.3349555869050755,食品,华东
2024-10-30,11220.74053086693,127,175.86789074390637,3.8834674967139087,家居,华南
2024-10-31,9958.196812071703,166,169.57604081278438,3.9530907527521926,服装,华北
2024-11-01,10234.654766617565,169,93.22362044088109,4.597937101378452,家居,华北
2024-11-02,12555.329791576849,186,141.5067299629424,4.776761391279156,食品,西北
2024-11-03,8816.85722232834,125,123.53917976377716,4.507137004295922,书籍,华中
2024-11-04,11094.194762340076,84,138.27184291004323,4.714294963652662,家居,华南
2024-11-05,9595.614695132212,50,129.88705298861223,4.649984202800609,书籍,华南
2024-11-06,9564.63759354556,89,148.607388877758,3.7245559519354368,书籍,华南
2024-11-07,12197.55370397438,113,140.10255794599578,4.1359172193699525,电子产品,华北
2024-11-08,11650.83269797606,199,139.46577918537483,3.729475701242844,家居,华中
2024-11-09,11627.019272001276,109,183.2216528501614,3.8528533772029774,家居,西北
2024-11-10,12610.957614308658,113,166.71535982007745,4.803889436976579,书籍,华东
2024-11-11,10042.007683265518,142,128.883160490987,4.2093379484497735,食品,华东
2024-11-12,11363.905942589929,121,133.33359801559737,4.3030371527639915,电子产品,华南
2024-11-13,9379.466486813088,60,164.75379166198837,3.767668947841658,书籍,华中
2024-11-14,10648.332704976885,154,164.712587151083,3.968407679073194,服装,华北
2024-11-15,9739.713891264631,63,131.88659282813794,3.845369252641805,服装,华中
2024-11-16,10193.991929985435,109,142.98027999293507,3.8092792467776397,电子产品,华中
2024-11-17,11190.314050873827,79,205.40418120260904,4.456941189973955,食品,华北
2024-11-18,8363.558633533055,84,132.4035573443597,3.885325771468572,书籍,华南
2024-11-19,14184.77455137092,54,207.32413765376356,4.448023229030627,家居,华中
2024-11-20,7987.965237000596,132,183.11000827577413,3.587681921162831,电子产品,华东
2024-11-21,7571.622774424535,172,201.76248825166397,3.7126615902906526,食品,华北
2024-11-22,12316.221747000136,127,131.12784083791712,3.911810381000188,家居,西北
2024-11-23,11583.325387925872,111,144.94332377811716,4.395570375343538,服装,华南
2024-11-24,11248.23963410431,181,136.5250857367331,4.5137618676310645,服装,华北
2024-11-25,11256.69101852856,138,183.8025957577861,4.164075450169291,家居,西北
2024-11-26,9975.50645430617,91,132.9694868198373,4.168686371865843,电子产品,西北
2024-11-27,8205.491257028338,138,171.93646480028622,4.586775277097927,服装,华中
2024-11-28,10151.609116387453,195,170.34898233576124,3.523731637648374,书籍,华中
2024-11-29,8645.676576975777,89,148.5591140785747,4.011635036711331,家居,华中
2024-11-30,11950.239466835503,121,188.95979202493007,4.728060585678849,家居,华北
2024-12-01,9705.885236995722,88,153.23039609179816,4.404829115320059,服装,华北
2024-12-02,8349.005606414978,153,175.0225715582491,4.005840699133131,电子产品,华南
2024-12-03,9357.228316694012,63,135.1588989324665,4.858287188494511,书籍,华中
2024-12-04,10825.86290855125,81,128.29689557679524,4.658934091174074,电子产品,西北
2024-12-05,8872.55089439205,174,171.93436587772823,3.8973431708551,食品,华东
2024-12-06,8355.559208867136,146,162.92520733001246,4.467934756288575,食品,华南
2024-12-07,10487.374422983825,72,157.29922992385096,4.393626092283435,服装,华北
2024-12-08,10489.933142217445,112,139.6893495618665,4.101781871058474,服装,华南
2024-12-09,8986.11364925774,192,196.47628429578913,4.0504341188072015,服装,华南
2024-12-10,9057.923388763355,194,116.50242587238459,4.015340712163556,食品,华南
2024-12-11,10464.099874715273,102,114.85970970807084,4.42573367509347,电子产品,华南
2024-12-12,7103.831317005352,153,178.26499515491486,4.163614904721005,电子产品,华东
2024-12-13,7185.07245124689,153,175.80289152429208,4.747794669877133,服装,华中
2024-12-14,8563.111557495127,88,160.61288336975605,4.504403924200943,书籍,西北
